Job_Title,Job_Type,Salary,Job_Skill,Gaji_Perbulan
junior digital sales (fresh graduate program),Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
internship - business administration / management,Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
executive – sales (heavy equipment parts),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
process & qc engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
office administrator (contract),Contract,"USD 30,000 - 55,000 / YEARLY",Excel,"2,500 - 4,583"
account specialist (ap),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
cloud engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
corporate secretarial assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
"hr & admin, executive",Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
national human resource officer,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
admin executive - mro,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
financial consultant,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
finance executive (management accounting),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
network engineer ccna,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
"process engineer (5 days, oil & gas mfg)",Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
accountant,Full-time,"USD 50,000 - 75,000 / YEARLY","Excel, Data Analysis","4,167 - 6,250"
account assistant,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
accounting intern,Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
general manager- hr & admin,Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
admin clerk,Full-time,"USD 30,000 - 50,000 / YEARLY","SQL, Excel","2,500 - 4,167"
vertical transportation trainee (open for fresh grads),Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
senior hr & admin,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
fraud risk specialist,Full-time,"USD 45,000 - 82,500 / YEARLY","Excel, Data Analysis","3,750 - 6,875"
admin cum account assistant,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
human resource executive,Full-time,"USD 30,000 - 50,000 / YEARLY","Excel, Data Analysis","2,500 - 4,167"
executive - business innovation,Full-time,"USD 45,000 - 82,500 / YEARLY",Python,"3,750 - 6,875"
personal assistant (pa to ceo) - urgent hiring!,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
administrative coordinator / executive,Full-time,"USD 30,000 - 50,000 / YEARLY","Excel, Data Analysis","2,500 - 4,167"
collections executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
procurement assistant manager / senior executive,Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
project engineer,Contract,"USD 70,000 - 115,500 / YEARLY",Communication,"5,833 - 9,625"
software developer (internship),Internship,"USD 18,000 - 24,000 / YEARLY","SQL, Java, React","1,500 - 2,000"
mes functional/business analyst,Full-time,"USD 60,000 - 90,000 / YEARLY","SQL, Excel, Java","5,000 - 7,500"
it support executive,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
audit executive,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
calibration officer,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
"senior manager, project management - vietnam",Contract,"USD 75,000 - 110,000 / YEARLY",Excel,"6,250 - 9,167"
executive - client accounts management,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
technical support engineer (intern),Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
mechanical technician,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
operation officer,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
sales admin clerk ( 销售行政文员),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
perunding amanah (trust consultant),Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
"executive, project & operations support",Contract,"USD 45,000 - 90,750 / YEARLY",Communication,"3,750 - 7,562"
office administrator,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
mes engineer,Full-time,"USD 70,000 - 105,000 / YEARLY","Python, SQL, Java","5,833 - 8,750"
manufacturing & inventory administrator,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
project hr admin,Contract,"USD 30,000 - 55,000 / YEARLY",Excel,"2,500 - 4,583"
project executive,Contract,"USD 45,000 - 90,750 / YEARLY",Communication,"3,750 - 7,562"
erp system consultant (mandarin speaker - fresh graduate rm3000),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
group accountant,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
"assistant executive, risk management",Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
accounts clerk,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
customer service support,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
project management executive/assistant,Contract,"USD 30,000 - 55,000 / YEARLY",Excel,"2,500 - 4,583"
event executive (shah alam/usj/puchong),Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
it business analyst,Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
test engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",SQL,"5,833 - 8,750"
admin and account assistant,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
executive - integrity & governance unit,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
snr/jnr accounts assistant,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
technical support engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",React,"5,833 - 8,750"
accounts cum admin,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
it support,Full-time,"USD 70,000 - 105,000 / YEARLY","SQL, Excel","5,833 - 8,750"
admin,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
full stack - tech lead,Full-time,"USD 75,000 - 100,000 / YEARLY",SQL,"6,250 - 8,333"
assistant accountant,Full-time,"USD 50,000 - 75,000 / YEARLY",SQL,"4,167 - 6,250"
functional consultant (petaling jaya),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
junior general administration,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
sales admin executive 销售行政,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
chief executive officer - ceo,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
"manager, industry support",Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
"executive, medical affairs",Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
national finance officer,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
administrative assistant,Full-time,"USD 30,000 - 50,000 / YEARLY","SQL, Excel","2,500 - 4,167"
administrative officer,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
business office assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
accounts executive / administrative officer,Full-time,"USD 50,000 - 75,000 / YEARLY",SQL,"4,167 - 6,250"
assistant manager - engineering,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
internship in information system and technology,Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
accounts clerk,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
engineering documentation clerk,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
business reporting analyst,Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
service engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
system support engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
operations engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
admin cum account clerk - sabah,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
senior technical officer,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
project engineer (e&a),Contract,"USD 70,000 - 115,500 / YEARLY",Communication,"5,833 - 9,625"
secretary,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
human resources & administration assistant manager,Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
building technician (urgent hiring),Full-time,"USD 45,000 - 70,000 / YEARLY",Communication,"3,750 - 5,833"
project admin executive cum document controller,Contract,"USD 30,000 - 55,000 / YEARLY",Communication,"2,500 - 4,583"
design & testing engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
full stack intern developer,Internship,"USD 18,000 - 24,000 / YEARLY",Communication,"1,500 - 2,000"
"senior executive, sourcing engineer",Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
"lead, it security",Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
finance executive (overseas division),Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
senior executive (project delivery),Contract,"USD 45,000 - 90,750 / YEARLY",Excel,"3,750 - 7,562"
office telesales,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
"executive, credit control (ar processing)",Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
purchasing executive (automation industry),Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
civil structural design engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
sales planning & admin executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
executive - financial planning and analysis,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
associate - new zealand operations,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
account receivable - credit control,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
system / network engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
site engineer/ project engineer/ site supervisor,Contract,"USD 70,000 - 115,500 / YEARLY",Communication,"5,833 - 9,625"
coordinator - eco park (pantai dalam),Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
mis executive,Full-time,"USD 45,000 - 82,500 / YEARLY","SQL, Excel, Data Analysis","3,750 - 6,875"
supervisor - quality assurance (lab),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
"executive,marketing-e-commerce",Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
project admin executive,Contract,"USD 30,000 - 55,000 / YEARLY",Communication,"2,500 - 4,583"
"technician, manufacturing engineering",Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
site reliability engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Python,"5,833 - 8,750"
internal audit senior executive,Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
site supervisor,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
engineer/sr. engineer- product competence(mechanical design & sensor electronic),Full-time,"USD 70,000 - 105,000 / YEARLY",Python,"5,833 - 8,750"
engineer - building information modelling,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
mechanical engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
accountant,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
temporary role business support officer (3 months),Contract,"USD 45,000 - 90,750 / YEARLY",Excel,"3,750 - 7,562"
analyst- it ii (warehouse / inventory)),Full-time,"USD 60,000 - 90,000 / YEARLY","SQL, Excel","5,000 - 7,500"
devops engineer,Full-time,"USD 70,000 - 105,000 / YEARLY","SQL, Excel","5,833 - 8,750"
accounts & finance executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
audit and tax assistant,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
internship - platform admin,Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
payroll specialist,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
*urgent hiring* financial sales banker (fresh graduate | top bank malaysia),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
assistant manager / sales manager - food ingredients,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
human resources (hr) internship,Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
operation assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
hr executive (general),Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
senior hr executive,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
compliance executive,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
sales support executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
software engineer (reactjs/.net),Full-time,"USD 70,000 - 105,000 / YEARLY","Java, React","5,833 - 8,750"
residency officer,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
general  clerk cum despatch,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
customer service it support (accounting/ pos system),Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
"it sap support executive (pp qm/ pm/ fico) (ipoh, perak)",Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
accounting senior research analyst,Full-time,"USD 60,000 - 90,000 / YEARLY",Excel,"5,000 - 7,500"
program/quote administrator,Full-time,"USD 30,000 - 50,000 / YEARLY","Excel, Data Analysis","2,500 - 4,167"
technical supervisor - engineering (control & instrumentation),Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
hr and admin manager,Full-time,"USD 75,000 - 100,000 / YEARLY",Communication,"6,250 - 8,333"
senior account executive / assistant account manager,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
business operations support,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
"procurement, contract & logistic executive",Contract,"USD 45,000 - 90,750 / YEARLY",Excel,"3,750 - 7,562"
c# development engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",SQL,"5,833 - 8,750"
sourcing assistant,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
"assistant executive, access department",Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
information security executive,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
free 3 months training in software development & ai,Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
purchasing executive - rawang,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
account cum admin  executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
hr executive (recruitment & payroll),Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
talent acquisition executive,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
"executive, key account",Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
project admin ( steel structure & construction),Contract,"USD 30,000 - 55,000 / YEARLY",Communication,"2,500 - 4,583"
human resources executive (payroll),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
account assistant/executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
"executive, finance",Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
"head, aircraft management services",Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
qa specialist,Full-time,"USD 45,000 - 82,500 / YEARLY",Excel,"3,750 - 6,875"
accounts assistant / accounts executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Excel,"4,167 - 6,250"
account cum admin assistant,Full-time,"USD 50,000 - 75,000 / YEARLY","SQL, Excel","4,167 - 6,250"
talent acquisition specialist [中文市场],Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
accounts executive / senior (accounting firm),Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
service operation centre,Full-time,"USD 45,000 - 82,500 / YEARLY",Communication,"3,750 - 6,875"
test application developer engineer (hardware),Full-time,"USD 70,000 - 105,000 / YEARLY",Python,"5,833 - 8,750"
finance & account executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
head of product specialist - kedah,Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
corporate employee benefits specialist,Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
receptionist cum clerk,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
manufacturing cost modeling engineer,Full-time,"USD 70,000 - 105,000 / YEARLY",Excel,"5,833 - 8,750"
executive business analyst,Full-time,"USD 60,000 - 90,000 / YEARLY",Data Analysis,"5,000 - 7,500"
urgent hiring! executive assistant / admin generalist (bpo-call center),Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
"assistant manager, human capital (campus recruitment)",Full-time,"USD 70,000 - 105,000 / YEARLY",Communication,"5,833 - 8,750"
it internship,Internship,"USD 18,000 - 24,000 / YEARLY",Excel,"1,500 - 2,000"
software quality assurance,Full-time,"USD 70,000 - 105,000 / YEARLY",SQL,"5,833 - 8,750"
head of assembly,Full-time,"USD 75,000 - 100,000 / YEARLY",Excel,"6,250 - 8,333"
supply chain finance assistant manager,Full-time,"USD 60,000 - 90,000 / YEARLY",Communication,"5,000 - 7,500"
personal assistant to ceo,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
senior admin executive,Full-time,"USD 30,000 - 50,000 / YEARLY",Communication,"2,500 - 4,167"
human resources executive,Full-time,"USD 30,000 - 50,000 / YEARLY",Excel,"2,500 - 4,167"
admin cum account executive,Full-time,"USD 50,000 - 75,000 / YEARLY",Communication,"4,167 - 6,250"
